user_id,active_days,max_daily_reviews,mean_daily_reviews,burst_fake_count,max_weekly_reviews,total_reviews,total_fake_count,fake_rate
AENUZ2QCFNQQELTOQKQISIDZGUUA,1,1,1.0,0,1,1,0,0.0
AENV2T4CYWAZILKLEB6WIWMMAO3Q,1,1,1.0,0,1,1,0,0.0
AENV4MD5HUCOUEIATPRNUTNGJL4Q,1,1,1.0,0,1,1,0,0.0
AENV6SJ7T7PP35BACWV3HNSPSE4A,1,1,1.0,1,1,1,1,1.0
AENVCONLHBTIHF64W7ZWL7GTS3SA,1,1,1.0,0,1,1,0,0.0
AENVJQ5V34S3IMK5PZWUXNB3N7IQ,1,1,1.0,0,1,1,0,0.0
AENVLXEAT5H5ABT5ON4MWQ2NP4MQ,1,1,1.0,0,1,1,0,0.0
AENVM22ESDLNSEWEE4722UDL3VPQ,1,1,1.0,0,1,1,0,0.0
AENVSV5SRLOQI4CZHK6PIVFAHKDQ,1,1,1.0,0,1,1,0,0.0
AENVUT5QAO5I6E65BHUCQHGM647Q,1,1,1.0,0,1,1,0,0.0
AENVUZRCENMJR2IBJ63TEPYUJXRA,1,1,1.0,0,1,1,0,0.0
AENVXWS6NYMFBSX5HOSNLADBSAWQ,1,1,1.0,0,1,1,0,0.0
AENVYO7DSFZREZKMBEBP3FJFBO2Q,1,1,1.0,0,1,1,0,0.0
AENVYXW6EUELO7PN5UWHAYEV45AQ,1,1,1.0,0,1,1,0,0.0
AENWCE7WELD6DGGXVJAY4OYFJ4GQ,1,1,1.0,1,1,1,1,1.0
AENWDE3D72SJ6QNNWIVO7HGDCNRA,1,1,1.0,0,1,1,0,0.0
AENWGDE4I2P7VMSBI243XA7NJP2Q,1,1,1.0,1,1,1,1,1.0
AENWIUM4I6OTBOXLY2B7GCX6SJXA,1,1,1.0,1,1,1,1,1.0
AENWL6G6NWUF3A2XESUWLPXIVZWA,1,1,1.0,0,1,1,0,0.0
AENWQN5LQFR6XNJESZVIA4MAFNOA,1,1,1.0,1,1,1,1,1.0
AENWTAVDLOMBLMS2ZFG674AMCPDA,1,1,1.0,1,1,1,1,1.0
AENWYYGA6UB6JOQX3KHTDPAGUGBA,1,1,1.0,0,1,1,0,0.0
AENX27MNL575SEK27UBRUBH5FVRA,1,1,1.0,0,1,1,0,0.0
AENX2MDV7KEP3PXNLWL5KSQIRSIQ,1,1,1.0,1,1,1,1,1.0
AENX3DDTE2N364KZ6MNR4VACPQSA,1,1,1.0,1,1,1,1,1.0
AENX5BM2OFXGMKR6EHSYHPCIRREA,1,1,1.0,0,1,1,0,0.0
AENX5EF7YHZ63DVIZVKADJHJZGSQ,1,1,1.0,0,1,1,0,0.0
AENX5MV6QSURBKU4AGD6SHQPBWFQ,1,1,1.0,1,1,1,1,1.0
AENX7Y3W2OIOIMEBVB3B5PPFF3BQ,1,1,1.0,1,1,1,1,1.0
AENXABZXXSADEOOBWM3HCKQEUJWQ,1,1,1.0,0,1,1,0,0.0
AENXCR4YUYCKZUBH5PPIT2VIXKSA,1,1,1.0,0,1,1,0,0.0
AENXICXVI2BNOADLM57COKI6ICGA,1,1,1.0,0,1,1,0,0.0
AENXIY7ZXPBDN5UV2QQASCRHAO7A,1,1,1.0,0,1,1,0,0.0
AENXLCCMUK72BRIDNQSNCA67KBDQ,1,1,1.0,0,1,1,0,0.0
AENXRI2453WWEONFBBXYRCP2P3JQ,1,1,1.0,0,1,1,0,0.0
AENXTIVVRFSONWFQ2ES5FH3HMLJQ,1,1,1.0,0,1,1,0,0.0
AENXVZQL3SYAY7NM4ULAY6AHPQKQ,1,1,1.0,1,1,1,1,1.0
AENXW3K3UXNAQWW3MJZZ5JVRZGIA,1,1,1.0,0,1,1,0,0.0
AENXZHC2MUT4GQAWMCHYCOB6FRDQ,1,1,1.0,0,1,1,0,0.0
AENY5BXKFBLJYCRNCBLCKAI6N2YA,1,1,1.0,0,1,1,0,0.0
AENY6S7FL3JSGIVHP3PDLTRRVEXQ,1,1,1.0,0,1,1,0,0.0
AENYALTUWK76AM2IJCGUPIFT6FPQ,1,1,1.0,0,1,1,0,0.0
AENYBHOOC3KCFZGBGRKJHVSTNMWQ,1,1,1.0,1,1,1,1,1.0
AENYDUETE3WKFT6PLECKWYQ3WCWQ,1,1,1.0,0,1,1,0,0.0
AENYELKY2HXIYLMWKOV6NDBCZPFQ,1,1,1.0,0,1,1,0,0.0
AENYJ7UPAHI23ZMDBYUMPIYGOAGA,1,1,1.0,1,1,1,1,1.0
AENYOJJ4XAT4LJCGK5JC6OPXZ2XQ,1,1,1.0,0,1,1,0,0.0
AENYSOEA5RSNBMP7MZLBJ7S6RPPQ,1,1,1.0,1,1,1,1,1.0
AENYUGOCSSLKSCFY6JJJBWNRFBLA,1,1,1.0,0,1,1,0,0.0
AENYUHUIL7CTZE77ZLGJXYVNL64A,1,1,1.0,1,1,1,1,1.0
AENZ6IXUFQS5VTDE7TLU2EHJV36A,1,1,1.0,1,1,1,1,1.0
AENZ77PLCWGKECBZVUTE4JK2ROMA,1,1,1.0,1,1,1,1,1.0
AENZ7T5GTOSVBOC2FFNXV22JM2WQ,1,1,1.0,1,1,1,1,1.0
AENZIHHUOOISLOE4W3UKNFHVDDNQ,1,1,1.0,0,1,1,0,0.0
AENZJAEDVDWPOGTSMHNGSHAN7HUQ,1,1,1.0,0,1,1,0,0.0
AENZOP374UE2IQR7UOHLLAGNYBPA,1,1,1.0,0,1,1,0,0.0
AENZOTP2YPSGOQ56RLJRBXZSBFVQ,1,1,1.0,1,1,1,1,1.0
AENZPHS6YK6UZOL6UXXZ237PRD6Q,1,1,1.0,0,1,1,0,0.0
AENZQEYDXG6333RMN4MEGZMBB7QA,1,1,1.0,0,1,1,0,0.0
AENZRBHETWKDXPA4HYBHNMVHSO5A,1,1,1.0,0,1,1,0,0.0
AENZW6XI4C4U6XV44A4HMBSDKQSA,1,1,1.0,1,1,1,1,1.0
AEO27RSRHKBWIXAS24QEFCS4FFBQ,1,1,1.0,1,1,1,1,1.0
AEO2B37HM2OYAY2KX32RVWXABLMA,1,1,1.0,1,1,1,1,1.0
AEO2CIJY5AONZHVSMZ6HYSPMANKA,1,1,1.0,1,1,1,1,1.0
AEO2COJOYS7YCCCTDTZGBHGULY7Q,1,1,1.0,1,1,1,1,1.0
AEO2CWW7GDZYGBVTUFG5DVYUKZIA,1,1,1.0,0,1,1,0,0.0
AEO2D3NSLKI3PAIAPBE2BPD2MPGA,1,1,1.0,0,1,1,0,0.0
AEO2PWNENYZC7YUYCBQPT52TXR5Q,1,1,1.0,1,1,1,1,1.0
AEO2Q7RMWZSXNUX5KKII3J3DQYFQ,1,1,1.0,0,1,1,0,0.0
AEO2QEOFTUZ76CFX4KVBK6M7YXBQ,1,1,1.0,0,1,1,0,0.0
AEO2VNOT5LNZJ5ROFECRFQWPD6JA,1,1,1.0,1,1,1,1,1.0
AEO2WXZVEAMBLVMY57KXIO5ZK3CA,1,1,1.0,0,1,1,0,0.0
AEO2ZGBZBAHMOVYMBMM2ZW5YG6OQ,1,1,1.0,0,1,1,0,0.0
AEO35OQA2GVJF4A5SOKVBXQL5DUQ,1,1,1.0,0,1,1,0,0.0
AEO37OOPK6GYMMLTW72TX5JUEBAQ,1,1,1.0,0,1,1,0,0.0
AEO3GAXEHU2WKL5T6T37WAG6AHRA,1,1,1.0,0,1,1,0,0.0
AEO3M7VBHWX3UUK3L2XIYQNEEF2Q,1,1,1.0,0,1,1,0,0.0
AEO3YT4GXZKPJOTRSBKI26FV2V4Q,1,1,1.0,0,1,1,0,0.0
AEO42BARVUH52HEJATFED6STDEWA,1,1,1.0,0,1,1,0,0.0
AEO44CIGKAHRYBMGD6XPTJSLAHZQ,1,1,1.0,0,1,1,0,0.0
AEO45KUS2RZ7QA5JVOWLIXR32DRA,1,1,1.0,0,1,1,0,0.0
AEO474RKRZVTOYLDZGPGPPSJUMEA,1,1,1.0,0,1,1,0,0.0
AEO4BC7FZO4S2TJZXVJ325VYE2IQ,1,1,1.0,0,1,1,0,0.0
AEO4BSO7EFA26STDSABQ7DZIR5RA,1,1,1.0,0,1,1,0,0.0
AEO4N7LITWGONKSORDWBDRB5GXQQ,1,1,1.0,0,1,1,0,0.0
AEO4SB3243UGY4CTZG66ETVQPTQQ,1,1,1.0,0,1,1,0,0.0
AEO4UVUNXDMBHUFNAPW532NWK5XA,1,1,1.0,0,1,1,0,0.0
AEO4XJWZNDKMOTQM2HSNHPFQC3OA,1,1,1.0,0,1,1,0,0.0
AEO4XUM7RKDSW3QCRX4SOCHMAQPQ,1,1,1.0,1,1,1,1,1.0
AEO4ZACD5DKZKUAGL6STV5PXRTDQ,1,1,1.0,1,1,1,1,1.0
AEO4ZC7AEI42VGFMKTNKC7H5XRKQ,1,1,1.0,1,1,1,1,1.0
AEO55AJ56UKJ7VPFFFDBGTRLL6LA,1,1,1.0,0,1,1,0,0.0
AEO5D4NX7ZGY5R4MCXPYNZXDXACQ,1,1,1.0,1,1,1,1,1.0
AEO5FI444E6LQHZODWH6FNIH6X5Q,1,1,1.0,0,1,1,0,0.0
AEO5GO2UEEWLY4AVUTAVV4V5IN3Q,1,1,1.0,0,1,1,0,0.0
AEO5IBNLWPJEGIBD7KGFNKCJIMXQ,1,1,1.0,0,1,1,0,0.0
AEO5IU3M4SCPYOEUMZXFRZWLUHJQ,1,1,1.0,0,1,1,0,0.0
AEO5LERIM6E7FNBC7CK5U2ZHZLQQ,1,1,1.0,0,1,1,0,0.0
AEO5MP6TOYS7O6DIBIYB773G3KTA,1,1,1.0,1,1,1,1,1.0
AEO5V7WJXQT5YWQBFDWGB2QZAZKQ,1,1,1.0,1,1,1,1,1.0
AEO5XHNHHVWYKBVTCO6VEANM36TQ,1,1,1.0,0,1,1,0,0.0
AEO67SKJO7RPWAS6CR5J2HCTSABQ,1,1,1.0,1,1,1,1,1.0
AEO6B5AZ7U7ZYS4JUHNUOFMASZVQ,1,1,1.0,0,1,1,0,0.0
AEO6BHQQWIJ4F7TKRP6SICZUCFEQ,1,1,1.0,0,1,1,0,0.0
AEO6BIB4PNT3B6I5AM6QLYDXHRNA,1,1,1.0,1,1,1,1,1.0
AEO6CT3E5F2MIRQGJSU6YOBCDSLA,1,1,1.0,0,1,1,0,0.0
AEO6CUTVCPYNQ623CZJ5GW3KC4ZA,1,1,1.0,0,1,1,0,0.0
AEO6DFNKGVLQ62HCATWMR3DR2HFQ,1,1,1.0,0,1,1,0,0.0
AEO6NQYEYMVEQCTF5E2I62QDYWIA,1,1,1.0,0,1,1,0,0.0
AEO6ONAOS42BBQHZCMZH4BQCWHBA,1,1,1.0,1,1,1,1,1.0
AEO6PX5UI33YJYH2AQTKGCHBSYNQ,1,1,1.0,0,1,1,0,0.0
AEO6R6LHV77LNEYCMA5DF4OQD4WQ,1,1,1.0,0,1,1,0,0.0
AEO6XVYDZF7GU6RWYXV5JWB2WKXQ,1,1,1.0,1,1,1,1,1.0
AEO6Z6HQUR525EEG5DKMRDSLVMOQ,1,1,1.0,1,1,1,1,1.0
AEO732SXEUWEOYPNOX6YNEYXY7JQ,1,1,1.0,0,1,1,0,0.0
AEO77DFISDVJ54E5E2JCTNL3BBHQ,1,1,1.0,0,1,1,0,0.0
AEO7CBD5ABYP7PT7HXXQBJXWO2KQ,1,1,1.0,1,1,1,1,1.0
AEO7E7ERBRRLXJ5YR3RDQ7CRKISA,1,1,1.0,0,1,1,0,0.0
AEO7IGCEYEDB4J2I7WODOWKR2EMA,1,1,1.0,0,1,1,0,0.0
AEO7LX7MRZMII5QOEQT7UUR5AIKA,1,1,1.0,0,1,1,0,0.0
AEO7NX4YMWIEEJ46XL7SZWOC3H7Q,1,1,1.0,1,1,1,1,1.0
AEO7OMIV5LFUTXU6ZM2EWRYHLXKQ,1,1,1.0,0,1,1,0,0.0
AEO7UAG72D3OFV7D6XVRGJKQANKQ,1,1,1.0,1,1,1,1,1.0
AEOA5YFWCFWF4WE4SNPT7GMRJNMQ,1,1,1.0,0,1,1,0,0.0
AEOA7WYIYY5ACQQCO5KJ4TDELCFA,1,1,1.0,0,1,1,0,0.0
AEOAEKZADNHVBPB2GHYCHZ4RYYXQ,1,1,1.0,0,1,1,0,0.0
AEOAHCF4U6EC4N7VRM2AJVRIL5QA,1,1,1.0,1,1,1,1,1.0
AEOAHUWUPRMAFWEKHLUT7WR5BD3Q,1,1,1.0,0,1,1,0,0.0
AEOALCRK6JHOG7MEXDARUWNPSJPA,1,1,1.0,1,1,1,1,1.0
AEOARHZ7JCVXE6V6QCBQW73N5UVQ,1,1,1.0,1,1,1,1,1.0
AEOAUKSRJ74TRYZGEZNQHE3BPQHA,1,1,1.0,0,1,1,0,0.0
AEOAYP4L5IV74P5RTW4HJSAX7ZMA,1,1,1.0,0,1,1,0,0.0
AEOAZ3XXWSVACHZSCBKRY2KAGQPA,1,1,1.0,1,1,1,1,1.0
AEOB5KA3QS5VFFHGGLMOLNRZTTCA,1,1,1.0,0,1,1,0,0.0
AEOB66HCOVT44UQLEVM6GGVKNCRA,1,1,1.0,0,1,1,0,0.0
AEOB6GH2XKIUGS5CZGIBC22XHRTA,1,1,1.0,1,1,1,1,1.0
AEOB7FCLSNWVF3IF7EECVR5JOZ7A,1,1,1.0,1,1,1,1,1.0
AEOBAURQWWUOV2IBMHMLGMDTVQLA,1,1,1.0,1,1,1,1,1.0
AEOBERZYRWBO6MKTJTT54AHD7Z5Q,1,1,1.0,0,1,1,0,0.0
AEOBORNULN57XE4QGDHURIVOAOIQ,1,1,1.0,0,1,1,0,0.0
AEOBPIR4RURMNS67Y3W7XCAHFTNA,1,1,1.0,0,1,1,0,0.0
AEOBPTNP4IMY5JD3325U5CRLJPTQ,1,1,1.0,0,1,1,0,0.0
AEOBSYSZLA7U72KEKG4ZCCKA6E6Q,1,1,1.0,0,1,1,0,0.0
AEOC77GHGFWFA7WACDYBCE6BHKMA,1,1,1.0,0,1,1,0,0.0
AEOCAR4FZJDFNF7BOA75HODXTNQQ,1,1,1.0,0,1,1,0,0.0
AEOCCIW4LRQSFI3YQWRADLRF5MUA,1,1,1.0,0,1,1,0,0.0
AEOCDV7ZX2OHTTWP3OKLAWMMENAA,1,1,1.0,0,1,1,0,0.0
AEOCER46AXXX2TSMG7WHZK5ELT6A,1,1,1.0,0,1,1,0,0.0
AEOCERHD5LBPX6Y7GJ3TTIIYPWMQ,1,1,1.0,0,1,1,0,0.0
AEOCFXHYNJBVINVEBLBU7EDMA4EA,1,1,1.0,0,1,1,0,0.0
AEOCJFABRQO7RGTKZQPZOWKWGIIA,1,1,1.0,0,1,1,0,0.0
AEOCJVEL3UCJRDWKKRPBYZNTLOVA,1,1,1.0,1,1,1,1,1.0
AEOCKQDKBJDZG4NGPEU7U3D6RWDA,1,1,1.0,1,1,1,1,1.0
AEOCMRCEFTBQY7AT2OGZMDWS5QSA,1,1,1.0,1,1,1,1,1.0
AEOCOFVZKVR3BP6NT7VQA7JADVIQ,1,1,1.0,0,1,1,0,0.0
AEOCONRRBZD4FQZX3ILWEDZLF5TQ,1,1,1.0,0,1,1,0,0.0
AEOCRYWGBNAUSANFJFIUNXYF4MDQ,1,1,1.0,1,1,1,1,1.0
AEOCSDFQYSZ7VBITALW5P64BU6ZA,1,1,1.0,0,1,1,0,0.0
AEOCT2FOWZ5YSA57NKNIPBVKYIUA,1,1,1.0,0,1,1,0,0.0
AEOD5MVXJVOLB6VX5WPX5KR3OHQA,1,1,1.0,1,1,1,1,1.0
AEOD5ZJQOEQKPCNAE6HZ7ZIXE6WA,1,1,1.0,0,1,1,0,0.0
AEOD64OWRUMDU3HNSIS4XX6GBN5A,1,1,1.0,0,1,1,0,0.0
AEODCBTZMRISEHG5JOAAKYENVKBA,1,1,1.0,0,1,1,0,0.0
AEODDI4J3FIYEHQLYSMJ2DU3YPWQ,1,1,1.0,1,1,1,1,1.0
AEODH7SP6C74HUNGBBWZYNDCAJ7Q,1,1,1.0,1,1,1,1,1.0
AEODJU3WHCJVGWTCRCJCNVG5DQRA,1,1,1.0,1,1,1,1,1.0
AEODQT2DMY5JTOL2LFS5LBHZOE7A,1,1,1.0,1,1,1,1,1.0
AEODR3COMJUQACWKLKZX3MU6RE6A,1,1,1.0,0,1,1,0,0.0
AEODVQ2EWDMMUS2S3UUV6CFQDEVQ,1,1,1.0,1,1,1,1,1.0
AEOE3P5IS3HRHIWXFSH4XP4VDIKA,1,1,1.0,1,1,1,1,1.0
AEOEGV4YGWJVMGS6ZHBXZRUGYYRA,1,1,1.0,1,1,1,1,1.0
AEOEHYYOSKT5ZBMSMYVH3CUPVIBQ,1,1,1.0,1,1,1,1,1.0
AEOEIYTEF5IF3BBIPQCYKXBGQGKQ,1,1,1.0,1,1,1,1,1.0
AEOELE3V2NYHBJX7AJ7MSAPM553A,1,1,1.0,0,1,1,0,0.0
AEOEO2A52U25NJTD3Z56ECTGISEQ,1,1,1.0,0,1,1,0,0.0
AEOEP2TYOVC6D2AKNNTZP6CABCMA,1,1,1.0,0,1,1,0,0.0
AEOERSVOSALTH63FETUMQOPWPXZA,1,1,1.0,0,1,1,0,0.0
AEOEVGWE3TZUGDLAWQSGE7D4WQOQ,1,1,1.0,0,1,1,0,0.0
AEOF6NLHXO6VDIGM3XS6JFMH52RQ,1,1,1.0,1,1,1,1,1.0
AEOFBOQ7Z4LVIJ6MLENSUYT5AAJA,1,1,1.0,1,1,1,1,1.0
AEOFBQKRFUXYXLGTEHQFRK2DNQMQ,1,1,1.0,0,1,1,0,0.0
AEOFBWRWZ2U5IMHH25NQB3HI6NNA,1,1,1.0,0,1,1,0,0.0
AEOFGEFRMDGUH2KUKXHIMMR2KPLQ,1,1,1.0,0,1,1,0,0.0
AEOFGPFODHVEAWIRKK5ZYZ7FDGMQ,1,1,1.0,1,1,1,1,1.0
AEOFHFBUR76ARL4S442WJ3W7JWIA,1,1,1.0,0,1,1,0,0.0
AEOFK2SYVNVJOAGACUGTKRAL63NA,1,1,1.0,0,1,1,0,0.0
AEOFUNKSARSRCPB7P3ZG2OJV2ZSQ,1,1,1.0,1,1,1,1,1.0
AEOFWIA66ZGRSWVDH5LOSU7TLHGA,1,1,1.0,0,1,1,0,0.0
AEOFZMQGP6EBVSRJW4XU6VCMSPQQ,1,1,1.0,1,1,1,1,1.0
AEOG2Z5NEURFKW2QWJAOSE774GVQ,1,1,1.0,1,1,1,1,1.0
AEOGA2ECINO54KBKVSQG3ZKACTHQ,1,1,1.0,1,1,1,1,1.0
AEOGB72IEYHFHAZQKCGXTBERJIHQ,1,1,1.0,0,1,1,0,0.0
AEOGDNKHY52HYWBCO6TU2SDLAJ7A,1,1,1.0,1,1,1,1,1.0
AEOGE7UA6B4KIYSLBYORESUTRLTA,1,1,1.0,0,1,1,0,0.0
AEOGGNTPAMDSZAXZEUMMQNWTUSAQ,1,1,1.0,0,1,1,0,0.0
AEOGH6IIXI4S4IKGX5QYX6CHSRJA,1,1,1.0,0,1,1,0,0.0
AEOGJ4SN32R6OY3K75LGLAE6HUAA,1,1,1.0,1,1,1,1,1.0
AEOGN4Z3D3A5KCYKSQMGTDDZBY7Q,1,1,1.0,0,1,1,0,0.0
AEOGNPS3HK53YLERI7Y2D3EOM24A,1,1,1.0,1,1,1,1,1.0
AEOGQH2SHSKA4UG2W4272LEB62VA,1,1,1.0,0,1,1,0,0.0
AEOGTHULN26U2AGM2PDHOKAB76PQ,1,1,1.0,1,1,1,1,1.0
AEOGYWE4YKX5OK774RP6T77D377Q,1,1,1.0,1,1,1,1,1.0
AEOH2VAK4ZJIKZX7JXL7KEGM27OA,1,1,1.0,0,1,1,0,0.0
AEOH7SME3KVG6RKC7XJAYOGFQH4Q,1,1,1.0,1,1,1,1,1.0
AEOHHAAA2WI6ZDPJCHTQUSRHSFRQ,1,1,1.0,0,1,1,0,0.0
AEOHHSZ7ARXZOHZ6WGRKOX46SBTA,1,1,1.0,0,1,1,0,0.0
AEOHN3TCIPTZJNVTBID5GTC75NQA,1,1,1.0,0,1,1,0,0.0
AEOHNWITHWG4AQETJOIWJRK6FLYQ,1,1,1.0,1,1,1,1,1.0
AEOHOV46U6M46KOQFETZR3U4TLBA,1,1,1.0,1,1,1,1,1.0
AEOHRN7QZ3OH5B73ZQTCATY2EJBA,1,1,1.0,0,1,1,0,0.0
AEOHVSBMHMSMM7NMSFWGJ7PZ3BIA,1,1,1.0,1,1,1,1,1.0
AEOI5H2XRBTJKKA6E36W7N5EI27Q,1,1,1.0,0,1,1,0,0.0
AEOIDMU6AKHENBIHG6O2NVYJWL5Q,1,1,1.0,1,1,1,1,1.0
AEOIGIBJBGAQWMBG7AS6ZRRHRUBA,1,1,1.0,1,1,1,1,1.0
AEOIO2VEHVVZF444KAJ4RW7HPMOA,1,1,1.0,1,1,1,1,1.0
AEOIPYXLKI2H7OZJN2AUPPOIRFLA,1,1,1.0,0,1,1,0,0.0
AEOIW7JKELS52P2P22HWPYNVDB6A,1,1,1.0,1,1,1,1,1.0
AEOIYFNKGWPOI2IKEIHFM5XM2TWQ,1,1,1.0,1,1,1,1,1.0
AEOJAQWMA2W627GCTOEV2DLRVIOQ,1,1,1.0,0,1,1,0,0.0
AEOJCZ34DVKMTC5W74FGL3TSQ6HQ,1,1,1.0,1,1,1,1,1.0
AEOJFGGCVMOPAQWMOEVAXLXUVIZQ,1,1,1.0,0,1,1,0,0.0
AEOJGB7RMMOHYUNO26P67WLJEI7A,1,1,1.0,1,1,1,1,1.0
AEOJOT5H4WCAIRZOK5XU75GUDCDQ,1,1,1.0,1,1,1,1,1.0
AEOJQV3WMRJFL57WDXYDX3OGLZUQ,1,1,1.0,1,1,1,1,1.0
AEOJQZO2B3ZS3NCBUAEMUD67WUAQ,1,1,1.0,0,1,1,0,0.0
AEOJWMWHWXTDHZ2X6TLFNHCOEH4Q,1,1,1.0,1,1,1,1,1.0
AEOJX7JJQM2RVNVX3AYMESUSGESA,1,1,1.0,0,1,1,0,0.0
AEOK2ZJDXU4GZPHDTMNI3S53CLLA,1,1,1.0,1,1,1,1,1.0
AEOK4XIX2ZC4JLCW46QJP3JNMVIQ,1,1,1.0,1,1,1,1,1.0
AEOK74ZVDGPN4BBLKOFVFFHHMKQA,1,1,1.0,0,1,1,0,0.0
AEOKBMHJ5XK7QHUZMRGPVO5HGFWA,1,1,1.0,0,1,1,0,0.0
AEOKK6VHWHOGQXCDFMGF6ZR3MKPA,1,1,1.0,1,1,1,1,1.0
AEOKKSYUDJSYEMQFTRCCQDHJHT7Q,1,1,1.0,0,1,1,0,0.0
AEOKM4H7MDZFIXMMVEFNDYPAIPLA,1,1,1.0,0,1,1,0,0.0
AEOKMF6UO7QWZP3ZVLPEPLZ3NKPA,1,1,1.0,0,1,1,0,0.0
AEOKMHIATEXPDAXPNPYSK57NU6HQ,1,1,1.0,0,1,1,0,0.0
AEOKN6F7EMVMWLNMOHZYPGDHYKYA,1,1,1.0,1,1,1,1,1.0
AEOKQHNGEEAECIHFOP3MAEHS7Y5Q,1,1,1.0,0,1,1,0,0.0
AEOKS6WDUUBB4BWF7JGDRIF5GWGA,1,1,1.0,0,1,1,0,0.0
AEOKSXVIDDHG74L4BCTAJV6KQ2CA,1,1,1.0,1,1,1,1,1.0
AEOKT4YSPKOKBDEM4GRFWZ6JKJFQ,1,1,1.0,0,1,1,0,0.0
AEOKTY6DS7GQFU35IJZJTAQMMFJA,1,1,1.0,1,1,1,1,1.0
AEOLE2R4RAELZQS5SDYTRWFFIC6A,1,1,1.0,0,1,1,0,0.0
AEOLH5NO3LUDDYSRDLCYIC4WQXTQ,1,1,1.0,1,1,1,1,1.0
AEOLLJKJ2KECK3SCL75RFMEZ37WQ,1,1,1.0,0,1,1,0,0.0
AEOLNF7PF7PQ33BFJ3ZUZTT2PPJA,1,1,1.0,0,1,1,0,0.0
AEOLPOABRPEQVR2X4YSNDQJFAXGA,1,1,1.0,1,1,1,1,1.0
AEOLPTAWFZFRHWCA7P72DGUSMYIA,1,1,1.0,1,1,1,1,1.0
AEOLQVYPWAW4V6VR2ZHFN322COCA,1,1,1.0,0,1,1,0,0.0
AEOLSN4J7CVCF4GCUHSY7XXEA63Q,1,1,1.0,0,1,1,0,0.0
AEOLUZKAGRSVJNVSVD7LG4LZYLAQ,1,1,1.0,0,1,1,0,0.0
AEOLVAWJNDS5GK2RLJ46FTH3BBLQ,1,1,1.0,0,1,1,0,0.0
AEOM2RW6URCC7P33C6VFCXVOOYPA,1,1,1.0,0,1,1,0,0.0
AEOM6UFSD7RI4YQDV565JQUGRDBA,1,1,1.0,1,1,1,1,1.0
AEOM6UZTAXV6CFH33WOPTDK6QRCQ,1,1,1.0,0,1,1,0,0.0
AEOMBTFZ2L4UDHI3HR66HJ3OZTFQ,1,1,1.0,1,1,1,1,1.0
AEOMJ437ZVVRWFMILYBRHS4T62SQ,1,1,1.0,0,1,1,0,0.0
AEOMLOFS2L4ZSU7RWARMBLVQVLBQ,1,1,1.0,0,1,1,0,0.0
AEOMRFVFPWXRR3ULKHEQVUHPOWLA,1,1,1.0,1,1,1,1,1.0
AEOMXXLDT5N3QOXT4OVGM6TPKVLA,1,1,1.0,1,1,1,1,1.0
AEON2AXYL5YUX6ZHM7ZO4KWTIMLA,1,1,1.0,0,1,1,0,0.0
AEON2RB7HRQM7DAKKTE5R63SIHYA,1,1,1.0,0,1,1,0,0.0
AEON5PKKFZO3KJW4G24QVUL5RI4A,1,1,1.0,0,1,1,0,0.0
AEONAC2BNL5AUD27LU2IUCTQC64Q,1,1,1.0,1,1,1,1,1.0
AEONE3VEQDDIDEZESR2FUL4DB3TQ,1,1,1.0,0,1,1,0,0.0
AEONUXX3JNR2VPMCYES2ONRAVDLQ,1,1,1.0,0,1,1,0,0.0
AEONVDZTYTSIFGR6CUJZKOCSUWQQ,1,1,1.0,0,1,1,0,0.0
AEONYYGMLA2WORPJ7N5WNOAKNJ5Q,1,1,1.0,1,1,1,1,1.0
AEONZ3XVV4WA7OD5CMSDTK5ETXZA,1,1,1.0,0,1,1,0,0.0
AEOO43YUHXT4CAWTFMED3E3PCXEA,1,1,1.0,0,1,1,0,0.0
AEOO5DVE7SH3OYYJM72DFYRRZTNA,1,1,1.0,0,1,1,0,0.0
AEOO5FDOMUFS24F2UQDZ4ORL3AQA,1,1,1.0,1,1,1,1,1.0
AEOO77LDB4RKXCO5PD26DPS5QP6A,1,1,1.0,0,1,1,0,0.0
AEOOBOCCKH2ALZEFAKCWTCC4VTKQ,1,1,1.0,0,1,1,0,0.0
AEOOBQDSKPH2KA4Y47FDPEK42CJQ,1,1,1.0,0,1,1,0,0.0
AEOOF3VOXR4D7VRTVIPY4GXBWKMA,1,1,1.0,1,1,1,1,1.0
AEOOGZXVU3I55NVA2XF2MNQMVQFQ,1,1,1.0,0,1,1,0,0.0
AEOOKU3SJ2R2NWCTUIXJTQ6QA74A,1,1,1.0,1,1,1,1,1.0
AEOOPVHXQURM75HP6YWHAJ6LDBAA,1,1,1.0,1,1,1,1,1.0
AEOOQJLMCVFLQY6VW4EBV6BS7GSQ,1,1,1.0,0,1,1,0,0.0
AEOORAPUJP7J5NTGWVFLV5QG42BA,1,1,1.0,0,1,1,0,0.0
AEOOVLT46HE5OCNXLHGJUVKJ2IPQ,1,1,1.0,1,1,1,1,1.0
AEOOXCUSBQGMHMFFPCVTUFTE2VRA,1,1,1.0,0,1,1,0,0.0
AEOP2VSL2W6E4UEEK22SG6CESZSA,1,1,1.0,1,1,1,1,1.0
AEOP2X6XRZB2DC2NQQF2H4GO44ZQ,1,1,1.0,0,1,1,0,0.0
AEOP42Y7P2LEL5GXDOIJ5LQ2UGPA,1,1,1.0,0,1,1,0,0.0
AEOP4QMXWH3XUR7YEKAEUA66OLWQ,1,1,1.0,0,1,1,0,0.0
