asin,review_count,fake_count,real_count,fake_rate
B00PJ3B5BQ,3,1,2,0.3333333333333333
B00PX1R0OU,3,1,2,0.3333333333333333
B00QHB48M2,3,1,2,0.3333333333333333
B00RQ6RXPQ,3,1,2,0.3333333333333333
B00RW25Z2M,3,1,2,0.3333333333333333
B00S7ECBNU,3,1,2,0.3333333333333333
B00SEEM64M,3,1,2,0.3333333333333333
B00SNVYWBQ,3,1,2,0.3333333333333333
B00SNXTJUS,3,1,2,0.3333333333333333
B00SVE393M,3,1,2,0.3333333333333333
B00TH1UK8K,3,1,2,0.3333333333333333
B00TWNARO0,3,1,2,0.3333333333333333
B00TYBQTF6,3,1,2,0.3333333333333333
B00U58FUXY,3,1,2,0.3333333333333333
B00V5YFCX0,3,1,2,0.3333333333333333
B00V7LJNOU,3,1,2,0.3333333333333333
B00VRTPUEY,3,1,2,0.3333333333333333
B00VTFAPYQ,3,1,2,0.3333333333333333
B00VV5ZGCK,3,1,2,0.3333333333333333
B00WANN41W,3,1,2,0.3333333333333333
B00WIWENA6,3,1,2,0.3333333333333333
B00WPAQME6,3,1,2,0.3333333333333333
B00XBDEHWA,3,1,2,0.3333333333333333
B00XJGJO1I,3,1,2,0.3333333333333333
B00XPT4Q3K,3,1,2,0.3333333333333333
B00XVZCY96,3,1,2,0.3333333333333333
B00XYMVJZQ,3,1,2,0.3333333333333333
B00Z9VLI4M,3,1,2,0.3333333333333333
B00ZOTMCM6,3,1,2,0.3333333333333333
B00ZQ2ZIWW,3,1,2,0.3333333333333333
B011GX4AKK,3,1,2,0.3333333333333333
B011XUJYU2,3,1,2,0.3333333333333333
B012XY3YLM,3,1,2,0.3333333333333333
B01359SGQM,3,1,2,0.3333333333333333
B0135GJ4TS,3,1,2,0.3333333333333333
B013H1JZ2W,3,1,2,0.3333333333333333
B013Q1TSLQ,3,1,2,0.3333333333333333
B0140HC1NC,3,1,2,0.3333333333333333
B0145EDNPK,3,1,2,0.3333333333333333
B0149NQNCW,3,1,2,0.3333333333333333
B014KM7DMG,3,1,2,0.3333333333333333
B014MF5VXY,3,1,2,0.3333333333333333
B015LZDQIG,3,1,2,0.3333333333333333
B015ONIW20,3,1,2,0.3333333333333333
B015RMGH6G,3,1,2,0.3333333333333333
B015U31P6O,3,1,2,0.3333333333333333
B0160X3CZ0,3,1,2,0.3333333333333333
B0163GB1NE,3,1,2,0.3333333333333333
B01659WHW8,3,1,2,0.3333333333333333
B016W74HXA,3,1,2,0.3333333333333333
B016WDEJBY,3,1,2,0.3333333333333333
B0179GD5CC,3,1,2,0.3333333333333333
B017JFZXI2,3,1,2,0.3333333333333333
B017M3FY76,3,1,2,0.3333333333333333
B0182YM4IG,3,1,2,0.3333333333333333
B01A2V64EW,3,1,2,0.3333333333333333
B01AGBACMS,3,1,2,0.3333333333333333
B01AS894AU,3,1,2,0.3333333333333333
B01BI52W06,3,1,2,0.3333333333333333
B01BM1UQTA,3,1,2,0.3333333333333333
B01BV3MBF6,3,1,2,0.3333333333333333
B01BV7MUZ8,3,1,2,0.3333333333333333
B01BX7BY76,3,1,2,0.3333333333333333
B01BYWYNUA,3,1,2,0.3333333333333333
B01CZY0LKW,3,1,2,0.3333333333333333
B01D1DQWQS,3,1,2,0.3333333333333333
B01D5IZ4P4,3,1,2,0.3333333333333333
B01D6AQV7G,3,1,2,0.3333333333333333
B01DK9FD0E,3,1,2,0.3333333333333333
B01DUC1PW6,3,1,2,0.3333333333333333
B01DVU2ZQW,3,1,2,0.3333333333333333
B01DYRR31E,3,1,2,0.3333333333333333
B01DYXQQB6,3,1,2,0.3333333333333333
B01E1SW0XG,3,1,2,0.3333333333333333
B01E3BGTQU,3,1,2,0.3333333333333333
B01EB0DWHC,3,1,2,0.3333333333333333
B01EHVATLW,3,1,2,0.3333333333333333
B01ENXZFL8,3,1,2,0.3333333333333333
B01EOYDFKE,3,1,2,0.3333333333333333
B01F2YLJ1W,3,1,2,0.3333333333333333
B01FIL4PJ2,3,1,2,0.3333333333333333
B01FQMPCHW,3,1,2,0.3333333333333333
B01FYFH044,3,1,2,0.3333333333333333
B01G08QMAW,3,1,2,0.3333333333333333
B01G6LWL4Y,3,1,2,0.3333333333333333
B01GHMF7GQ,3,1,2,0.3333333333333333
B01GKBP94E,3,1,2,0.3333333333333333
B01GTLZPX0,3,1,2,0.3333333333333333
B01GUSWL34,3,1,2,0.3333333333333333
B01GUXUMZ8,3,1,2,0.3333333333333333
B01GW10W4E,3,1,2,0.3333333333333333
B01H2J3HGA,3,1,2,0.3333333333333333
B01I20UJEG,3,1,2,0.3333333333333333
B01IG1JC9O,3,1,2,0.3333333333333333
B01IIQVLG4,3,1,2,0.3333333333333333
B01ISIU16I,3,1,2,0.3333333333333333
B01IT942GQ,3,1,2,0.3333333333333333
B01J6I6MJY,3,1,2,0.3333333333333333
B01J6TTPHY,3,1,2,0.3333333333333333
B01JKNAJ9E,3,1,2,0.3333333333333333
B01JMQ7IUC,3,1,2,0.3333333333333333
B01K5I3LS4,3,1,2,0.3333333333333333
B01KWFII0Q,3,1,2,0.3333333333333333
B01KXXLNN6,3,1,2,0.3333333333333333
B01LAH00A6,3,1,2,0.3333333333333333
B01LDQINFS,3,1,2,0.3333333333333333
B01LF43EIO,3,1,2,0.3333333333333333
B01LKE6LY8,3,1,2,0.3333333333333333
B01LXB102C,3,1,2,0.3333333333333333
B01LY1FT6S,3,1,2,0.3333333333333333
B01LY8JHX9,3,1,2,0.3333333333333333
B01LY9Y7PL,3,1,2,0.3333333333333333
B01M09B971,3,1,2,0.3333333333333333
B01M1DZ7X8,3,1,2,0.3333333333333333
B01M1FMGS7,3,1,2,0.3333333333333333
B01M2ZY8YW,3,1,2,0.3333333333333333
B01M4LZ3FX,3,1,2,0.3333333333333333
B01MDLG6II,3,1,2,0.3333333333333333
B01MDTXVJX,3,1,2,0.3333333333333333
B01MDUHEYL,3,1,2,0.3333333333333333
B01MF7PQ97,3,1,2,0.3333333333333333
B01MG5ZN04,3,1,2,0.3333333333333333
B01MQUEP0F,3,1,2,0.3333333333333333
B01MTDGPX7,3,1,2,0.3333333333333333
B01MYGCJBP,3,1,2,0.3333333333333333
B01N2RQJRL,3,1,2,0.3333333333333333
B01N34JG8J,3,1,2,0.3333333333333333
B01N385KTR,3,1,2,0.3333333333333333
B01N3URYOP,3,1,2,0.3333333333333333
B01N4EY1RL,3,1,2,0.3333333333333333
B01N4ULC5W,3,1,2,0.3333333333333333
B01N5AZWYJ,3,1,2,0.3333333333333333
B01N5RC77R,3,1,2,0.3333333333333333
B01N8PPMV6,3,1,2,0.3333333333333333
B01N9OBQU2,3,1,2,0.3333333333333333
B01N9VRVQZ,3,1,2,0.3333333333333333
B01NAG0EK3,3,1,2,0.3333333333333333
B06WW9ZRFC,3,1,2,0.3333333333333333
B06X3RSH4N,3,1,2,0.3333333333333333
B06XBHF42Q,3,1,2,0.3333333333333333
B06XDK6KMC,3,1,2,0.3333333333333333
B06XDSCHT6,3,1,2,0.3333333333333333
B06XFL9YYL,3,1,2,0.3333333333333333
B06XFQGQX7,3,1,2,0.3333333333333333
B06XHJW64J,3,1,2,0.3333333333333333
B06XSN9J9L,3,1,2,0.3333333333333333
B06Y4GKNXV,3,1,2,0.3333333333333333
B0716CKZ4D,3,1,2,0.3333333333333333
B0718XTM9J,3,1,2,0.3333333333333333
B071G3THMC,3,1,2,0.3333333333333333
B071J1MY3C,3,1,2,0.3333333333333333
B071YZ2J6S,3,1,2,0.3333333333333333
B0722L7Q3L,3,1,2,0.3333333333333333
B07252HDXQ,3,1,2,0.3333333333333333
B072K381TF,3,1,2,0.3333333333333333
B072NJCZWT,3,1,2,0.3333333333333333
B072RDPL46,3,1,2,0.3333333333333333
B072WRK6T3,3,1,2,0.3333333333333333
B07345G24D,3,1,2,0.3333333333333333
B073C4FWYV,3,1,2,0.3333333333333333
B073C7YY4X,3,1,2,0.3333333333333333
B073CNW2Y7,3,1,2,0.3333333333333333
B073M42M33,3,1,2,0.3333333333333333
B073P5J2P7,3,1,2,0.3333333333333333
B073PL8712,3,1,2,0.3333333333333333
B07467PGP6,3,1,2,0.3333333333333333
B074BZXRN3,3,1,2,0.3333333333333333
B074HXK92W,3,1,2,0.3333333333333333
B074R5ZVKN,3,1,2,0.3333333333333333
B074V423WK,3,1,2,0.3333333333333333
B074ZNPK5C,3,1,2,0.3333333333333333
B0751JGRDV,3,1,2,0.3333333333333333
B0753F4VKP,3,1,2,0.3333333333333333
B075DFCDN2,3,1,2,0.3333333333333333
B075NB9ZG1,3,1,2,0.3333333333333333
B075Q8MMW9,3,1,2,0.3333333333333333
B075RVD5CM,3,1,2,0.3333333333333333
B075Z466WT,3,1,2,0.3333333333333333
B0769ZCRY2,3,1,2,0.3333333333333333
B076FQSL74,3,1,2,0.3333333333333333
B076J368RC,3,1,2,0.3333333333333333
B076PLZ1K6,3,1,2,0.3333333333333333
B076ZLL25S,3,1,2,0.3333333333333333
B0779R8BMT,3,1,2,0.3333333333333333
B077NMYJ7V,3,1,2,0.3333333333333333
B077PQTTH9,3,1,2,0.3333333333333333
B077VNCXNT,3,1,2,0.3333333333333333
B078HJ5RZ9,3,1,2,0.3333333333333333
B078HL31Z5,3,1,2,0.3333333333333333
B078JB8C27,3,1,2,0.3333333333333333
B078R1YZ3P,3,1,2,0.3333333333333333
B078TD6JSW,3,1,2,0.3333333333333333
B078V3JB8K,3,1,2,0.3333333333333333
B078XKTZHV,3,1,2,0.3333333333333333
B0791J4GTM,3,1,2,0.3333333333333333
B0792PPP99,3,1,2,0.3333333333333333
B0796K3LFM,3,1,2,0.3333333333333333
B0797K3P8Z,3,1,2,0.3333333333333333
B0797QYJ7Z,3,1,2,0.3333333333333333
B079N1FVTJ,3,1,2,0.3333333333333333
B079YYWJB5,3,1,2,0.3333333333333333
B07B38PXMJ,3,1,2,0.3333333333333333
B07B91SBFZ,3,1,2,0.3333333333333333
B07BF98RM5,3,1,2,0.3333333333333333
B07BFSYZCV,3,1,2,0.3333333333333333
B07BJZ5MH8,3,1,2,0.3333333333333333
B07BK7LSV4,3,1,2,0.3333333333333333
B07BK7N755,3,1,2,0.3333333333333333
B07BP1VCP6,3,1,2,0.3333333333333333
B07BPPMGTN,3,1,2,0.3333333333333333
B07BS557P1,3,1,2,0.3333333333333333
B07BSCL33X,3,1,2,0.3333333333333333
B07CCHDPPX,3,1,2,0.3333333333333333
B07CCZH87X,3,1,2,0.3333333333333333
B07CNPVG3N,3,1,2,0.3333333333333333
B07CWWPT4T,3,1,2,0.3333333333333333
B07D6VJF3L,3,1,2,0.3333333333333333
B07D7N7B1G,3,1,2,0.3333333333333333
B07DKW58CK,3,1,2,0.3333333333333333
B07DMFDYCF,3,1,2,0.3333333333333333
B07DW9YL68,3,1,2,0.3333333333333333
B07F12DQ71,3,1,2,0.3333333333333333
B07F3MX3W5,3,1,2,0.3333333333333333
B07F7CPGK5,3,1,2,0.3333333333333333
B07FMYTKD5,3,1,2,0.3333333333333333
B07FSRGH9B,3,1,2,0.3333333333333333
B07FTMQ3X7,3,1,2,0.3333333333333333
B07G4QH58Q,3,1,2,0.3333333333333333
B07GPK8LMZ,3,1,2,0.3333333333333333
B07GV9VGLD,3,1,2,0.3333333333333333
B07H6878SF,3,1,2,0.3333333333333333
B07H8PJ7DB,3,1,2,0.3333333333333333
B07H8VF1WT,3,1,2,0.3333333333333333
B07HBQCDLH,3,1,2,0.3333333333333333
B07HDZ6Z6V,3,1,2,0.3333333333333333
B07HMS6FCT,3,1,2,0.3333333333333333
B07HRBDYXJ,3,1,2,0.3333333333333333
B07HRFGYWS,3,1,2,0.3333333333333333
B07J2BW1KH,3,1,2,0.3333333333333333
B07J6N7DWP,3,1,2,0.3333333333333333
B07JBVPGKF,3,1,2,0.3333333333333333
B07JN17N4J,3,1,2,0.3333333333333333
B07K4XLFC5,3,1,2,0.3333333333333333
B07KFRL2Q1,3,1,2,0.3333333333333333
B07KFXWJN9,3,1,2,0.3333333333333333
B07KXM94BT,3,1,2,0.3333333333333333
B07L1XW8W3,3,1,2,0.3333333333333333
B07L788FQ8,3,1,2,0.3333333333333333
B07LCL2B5Q,3,1,2,0.3333333333333333
B07LGYR1JZ,3,1,2,0.3333333333333333
B07M5QYQR4,3,1,2,0.3333333333333333
B07M85C53M,3,1,2,0.3333333333333333
B07MP69QK1,3,1,2,0.3333333333333333
B07N4M821H,3,1,2,0.3333333333333333
B07N5B8WWR,3,1,2,0.3333333333333333
B07NYD331Q,3,1,2,0.3333333333333333
B07PCGYSP8,3,1,2,0.3333333333333333
B07PLFY2DL,3,1,2,0.3333333333333333
B07PZ9LYK1,3,1,2,0.3333333333333333
B07Q358MBK,3,1,2,0.3333333333333333
B07Q4BHC1H,3,1,2,0.3333333333333333
B07QC6QRHS,3,1,2,0.3333333333333333
B07R3CRZRG,3,1,2,0.3333333333333333
B07R47WV8R,3,1,2,0.3333333333333333
B07RJBCYXG,3,1,2,0.3333333333333333
B07RM6XVKS,3,1,2,0.3333333333333333
B07RPL6JK9,3,1,2,0.3333333333333333
B07RQGQPP5,3,1,2,0.3333333333333333
B07RS3N1XP,3,1,2,0.3333333333333333
B07RWRBF6K,3,1,2,0.3333333333333333
B07S3DQWB5,3,1,2,0.3333333333333333
B07S4GL3WV,3,1,2,0.3333333333333333
B07SM2V75Q,3,1,2,0.3333333333333333
B07SQ9FXF3,3,1,2,0.3333333333333333
B07SVBRXHL,3,1,2,0.3333333333333333
B07T4FF55T,3,1,2,0.3333333333333333
B07V5B1DT5,3,1,2,0.3333333333333333
B07V5QJ2N5,3,1,2,0.3333333333333333
B07VBBQ379,3,1,2,0.3333333333333333
B07VDD3KNK,3,1,2,0.3333333333333333
B07VHYJN9S,3,1,2,0.3333333333333333
B07VVBDDLH,3,1,2,0.3333333333333333
B07W39SF2Z,3,1,2,0.3333333333333333
B07W8CJ7ST,3,1,2,0.3333333333333333
B07W9K4KKV,3,1,2,0.3333333333333333
B07WP4RQW6,3,1,2,0.3333333333333333
B07WPBNBQF,3,1,2,0.3333333333333333
B07WTZS8Q9,3,1,2,0.3333333333333333
B07X8RM3MQ,3,1,2,0.3333333333333333
B07XCM8YDV,3,1,2,0.3333333333333333
B07XH3BTFG,3,1,2,0.3333333333333333
B07XN46M34,3,1,2,0.3333333333333333
B07XP9TVR3,3,1,2,0.3333333333333333
B07XW8NB41,3,1,2,0.3333333333333333
B07XYX4W5V,3,1,2,0.3333333333333333
B07Y4YZDX8,3,1,2,0.3333333333333333
B07Y7VRF18,3,1,2,0.3333333333333333
B07Y9XWMLB,3,1,2,0.3333333333333333
B07YRMWMRJ,3,1,2,0.3333333333333333
B07YV43F2N,3,1,2,0.3333333333333333
B07Z3SMDZN,3,1,2,0.3333333333333333
B07Z938SD2,3,1,2,0.3333333333333333
B07Z93JR1M,3,1,2,0.3333333333333333
B07ZL27PLL,3,1,2,0.3333333333333333
B07ZL4KKX4,3,1,2,0.3333333333333333
B0814S14F4,3,1,2,0.3333333333333333
B0819MZTCB,3,1,2,0.3333333333333333
B081NH5KNB,3,1,2,0.3333333333333333
B0825DZ1QF,3,1,2,0.3333333333333333
B0829L38PY,3,1,2,0.3333333333333333
B082YQDN96,3,1,2,0.3333333333333333
B0834MPJQ2,3,1,2,0.3333333333333333
B083NKNDXY,3,1,2,0.3333333333333333
B083S4WVQY,3,1,2,0.3333333333333333
B083TGQT34,3,1,2,0.3333333333333333
B084KHB8GV,3,1,2,0.3333333333333333
B084RF1LR5,3,1,2,0.3333333333333333
B084Z6T5FW,3,1,2,0.3333333333333333
B084Z7L7Y5,3,1,2,0.3333333333333333
B0859WJN8L,3,1,2,0.3333333333333333
B085G2ZZH4,3,1,2,0.3333333333333333
B085G3LD7Y,3,1,2,0.3333333333333333
B085H93MRW,3,1,2,0.3333333333333333
B085L14CVJ,3,1,2,0.3333333333333333
B085M95TX2,3,1,2,0.3333333333333333
B085MV4PFZ,3,1,2,0.3333333333333333
B085NYYLQ8,3,1,2,0.3333333333333333
B085TBXF1Z,3,1,2,0.3333333333333333
B08696BN18,3,1,2,0.3333333333333333
B086HRN773,3,1,2,0.3333333333333333
B0876C33XH,3,1,2,0.3333333333333333
B0876WC4S5,3,1,2,0.3333333333333333
B0878Z6S1N,3,1,2,0.3333333333333333
B087D32F3Q,3,1,2,0.3333333333333333
B087WF5MC1,3,1,2,0.3333333333333333
B088CYWQ1L,3,1,2,0.3333333333333333
B088D2ZCD5,3,1,2,0.3333333333333333
B088D8SVFQ,3,1,2,0.3333333333333333
B088G1ZJHP,3,1,2,0.3333333333333333
B088GRZCMN,3,1,2,0.3333333333333333
B088JPW67H,3,1,2,0.3333333333333333
B088K6WBGK,3,1,2,0.3333333333333333
B088QV6M3F,3,1,2,0.3333333333333333
B088W775QZ,3,1,2,0.3333333333333333
B088WBKSY4,3,1,2,0.3333333333333333
B08973Z6LM,3,1,2,0.3333333333333333
B08977LTB1,3,1,2,0.3333333333333333
B089GRS1ZW,3,1,2,0.3333333333333333
B08B16K4LB,3,1,2,0.3333333333333333
B08BNBWTXP,3,1,2,0.3333333333333333
B08BS3TC3J,3,1,2,0.3333333333333333
B08BXS8XGZ,3,1,2,0.3333333333333333
B08C7C9FPZ,3,1,2,0.3333333333333333
B08C7H7164,3,1,2,0.3333333333333333
B08C7HJJWP,3,1,2,0.3333333333333333
B08CBX7FV5,3,1,2,0.3333333333333333
B08CVMY4LF,3,1,2,0.3333333333333333
B08CWX4ZDB,3,1,2,0.3333333333333333
B08CX7CRBW,3,1,2,0.3333333333333333
B08CXKJ7TQ,3,1,2,0.3333333333333333
B08CXV1K58,3,1,2,0.3333333333333333
B08D8931KJ,3,1,2,0.3333333333333333
B08DHV64TW,3,1,2,0.3333333333333333
B08DTTD1YB,3,1,2,0.3333333333333333
B08FCTM1SP,3,1,2,0.3333333333333333
B08G2V3DTN,3,1,2,0.3333333333333333
B08GLNTKDV,3,1,2,0.3333333333333333
B08GMC48QF,3,1,2,0.3333333333333333
B08GPG9MPN,3,1,2,0.3333333333333333
B08GWWN5NN,3,1,2,0.3333333333333333
B08HCRKFV5,3,1,2,0.3333333333333333
B08HMCTXC8,3,1,2,0.3333333333333333
B08JM2VVTK,3,1,2,0.3333333333333333
B08JSF4TGZ,3,1,2,0.3333333333333333
B08KHSB33G,3,1,2,0.3333333333333333
B08KRQMDKM,3,1,2,0.3333333333333333
B08KW7J3Q3,3,1,2,0.3333333333333333
B08L3J4FB9,3,1,2,0.3333333333333333
B08LGDF8P5,3,1,2,0.3333333333333333
B08LKFJRFS,3,1,2,0.3333333333333333
B08LTYT6Y6,3,1,2,0.3333333333333333
B08LVX5WPK,3,1,2,0.3333333333333333
B08MWW48NH,3,1,2,0.3333333333333333
B08NHT4MGQ,3,1,2,0.3333333333333333
B08NZF6FWS,3,1,2,0.3333333333333333
B08P7L116R,3,1,2,0.3333333333333333
B08Q7PYHWC,3,1,2,0.3333333333333333
B08QFGV5ZQ,3,1,2,0.3333333333333333
B08QTSQJGT,3,1,2,0.3333333333333333
B08QW1F3HC,3,1,2,0.3333333333333333
B08R36THMR,3,1,2,0.3333333333333333
B08R64NBGK,3,1,2,0.3333333333333333
B08RBDB6ZT,3,1,2,0.3333333333333333
B08RSBB422,3,1,2,0.3333333333333333
B08SRC7P64,3,1,2,0.3333333333333333
B08T9DS5QN,3,1,2,0.3333333333333333
B08TBSF17H,3,1,2,0.3333333333333333
B08X6TB5S2,3,1,2,0.3333333333333333
B08XHDTSS9,3,1,2,0.3333333333333333
B08Y74MT86,3,1,2,0.3333333333333333
B08YJ5SKZ5,3,1,2,0.3333333333333333
B08ZYHKQ45,3,1,2,0.3333333333333333
B09164F541,3,1,2,0.3333333333333333
B091P6G47F,3,1,2,0.3333333333333333
B092ZK82NH,3,1,2,0.3333333333333333
B09444WCR1,3,1,2,0.3333333333333333
B0946WG22J,3,1,2,0.3333333333333333
B0948P9S42,3,1,2,0.3333333333333333
B094D6KNN9,3,1,2,0.3333333333333333
B095SHWTG6,3,1,2,0.3333333333333333
B095XZG346,3,1,2,0.3333333333333333
B096M9BH8Z,3,1,2,0.3333333333333333
B096TFX1S2,3,1,2,0.3333333333333333
B0974HVCMY,3,1,2,0.3333333333333333
B098SYW3L5,3,1,2,0.3333333333333333
B0998CMTQZ,3,1,2,0.3333333333333333
B09DSJ9KZ8,3,1,2,0.3333333333333333
B09J8L9TND,3,1,2,0.3333333333333333
B09JC33M22,3,1,2,0.3333333333333333
B09SBTK2L7,3,1,2,0.3333333333333333
B09TZPJV14,3,1,2,0.3333333333333333
B09XWG1Z47,3,1,2,0.3333333333333333
B0B5V37XK7,3,1,2,0.3333333333333333
B0B5XJM4LX,3,1,2,0.3333333333333333
B0B8S54RS2,3,1,2,0.3333333333333333
B0BLW3KTZ1,3,1,2,0.3333333333333333
B000FQMTNK,3,0,3,0.0
B000N2JL32,3,0,3,0.0
B00197NYZ6,3,0,3,0.0
B001E77MMC,3,0,3,0.0
B001SPKK7Y,3,0,3,0.0
B001T8QHKO,3,0,3,0.0
B002AA8G4K,3,0,3,0.0
B002CJHWCQ,3,0,3,0.0
B002E4VK40,3,0,3,0.0
B002NBG60C,3,0,3,0.0
B0036JL358,3,0,3,0.0
B00392FQ0K,3,0,3,0.0
B00487JRXC,3,0,3,0.0
B004P3K6J8,3,0,3,0.0
B004SBLL2I,3,0,3,0.0
B0055FF3SE,3,0,3,0.0
B005OBBSIS,3,0,3,0.0
B005R82T5E,3,0,3,0.0
B006VWVDL6,3,0,3,0.0
B007N7AOPE,3,0,3,0.0
B007USO9FW,3,0,3,0.0
B008FRL7NY,3,0,3,0.0
B008H5JR40,3,0,3,0.0
B008YSDCZ0,3,0,3,0.0
B00901PL2C,3,0,3,0.0
B00ARBOMTM,3,0,3,0.0
B00B3CUA0E,3,0,3,0.0
B00BFZ4VFO,3,0,3,0.0
B00BGB3C8O,3,0,3,0.0
B00C6QB9GK,3,0,3,0.0
B00CYKAIQK,3,0,3,0.0
B00DXMK1H4,3,0,3,0.0
B00E2S00ME,3,0,3,0.0
B00FBGIXUC,3,0,3,0.0
B00FIWG6KS,3,0,3,0.0
B00GD853KA,3,0,3,0.0
B00GWZYXBO,3,0,3,0.0
B00HDOZY1G,3,0,3,0.0
B00HK1EHX8,3,0,3,0.0
B00HKN2CB0,3,0,3,0.0
B00HW86CH8,3,0,3,0.0
B00I12SP8I,3,0,3,0.0
B00JBUJ6QO,3,0,3,0.0
B00JY2FGBS,3,0,3,0.0
B00KGZS3K8,3,0,3,0.0
B00LPSN6XY,3,0,3,0.0
B00LW1XJZY,3,0,3,0.0
B00NHZ2JJ0,3,0,3,0.0
B00NTS14BE,3,0,3,0.0
B00NU6DP9E,3,0,3,0.0
B00QQUGM32,3,0,3,0.0
B00RYGKSPU,3,0,3,0.0
B00TA5JLP6,3,0,3,0.0
B00U3LYKUW,3,0,3,0.0
B00VGN5XAW,3,0,3,0.0
B00VKTLD9W,3,0,3,0.0
B00XO1RSES,3,0,3,0.0
B00YV1MC1E,3,0,3,0.0
B010813L3I,3,0,3,0.0
B010VSZRUI,3,0,3,0.0
B012HKNIG8,3,0,3,0.0
B014NGWH20,3,0,3,0.0
B015PINSGY,3,0,3,0.0
B01605NJ2E,3,0,3,0.0
B016D604OG,3,0,3,0.0
B016VRPF0U,3,0,3,0.0
B017K5HH7Q,3,0,3,0.0
B018OSHSA4,3,0,3,0.0
B01AQ2E9IK,3,0,3,0.0
B01CNON07K,3,0,3,0.0
B01D5NLIL8,3,0,3,0.0
B01E54U1RI,3,0,3,0.0
B01E54U1U0,3,0,3,0.0
B01F0HVOFC,3,0,3,0.0
B01FS5PJNE,3,0,3,0.0
B01G1K2WTO,3,0,3,0.0
B01G7GY3EO,3,0,3,0.0
B01GU60NBS,3,0,3,0.0
B01HNJQ2F2,3,0,3,0.0
B01IA9AIKO,3,0,3,0.0
B01IVO98PY,3,0,3,0.0
B01JKHR61O,3,0,3,0.0
B01JOKCBXK,3,0,3,0.0
B01KD9YV2U,3,0,3,0.0
B01KXDO4AK,3,0,3,0.0
B01LBXF4BY,3,0,3,0.0
B01LT3YJA8,3,0,3,0.0
B01M0PKXPE,3,0,3,0.0
B01MCWF46Z,3,0,3,0.0
B01MZBBXZK,3,0,3,0.0
B01N547VYL,3,0,3,0.0
B01N7S8KM8,3,0,3,0.0
B01NCW8FAS,3,0,3,0.0
B01ND0I50R,3,0,3,0.0
B01NGZJ9W9,3,0,3,0.0
B06W56GY6Y,3,0,3,0.0
B06WD7Y361,3,0,3,0.0
B06WRPTX3R,3,0,3,0.0
B06XJXJH4V,3,0,3,0.0
B06XK44LL5,3,0,3,0.0
B06XK8Z26Z,3,0,3,0.0
B06XQQFX38,3,0,3,0.0
B06XWHFTKZ,3,0,3,0.0
B0719CXFHG,3,0,3,0.0
B071J8QSJ5,3,0,3,0.0
B071NVN8NF,3,0,3,0.0
B071S5GGW2,3,0,3,0.0
B071S98JST,3,0,3,0.0
B071SDPZ3Z,3,0,3,0.0
B071VCVLXF,3,0,3,0.0
B071ZRZTKG,3,0,3,0.0
B071ZWCMN9,3,0,3,0.0
B071ZZBK6H,3,0,3,0.0
B072BZGM64,3,0,3,0.0
B072J3L5KV,3,0,3,0.0
B072KQ6DJB,3,0,3,0.0
B072L84514,3,0,3,0.0
B072Q1752Z,3,0,3,0.0
B073199C76,3,0,3,0.0
B07345Z2WV,3,0,3,0.0
B074HCMBCK,3,0,3,0.0
B074PQG4K8,3,0,3,0.0
B074SMGJZ2,3,0,3,0.0
B0756CZXWY,3,0,3,0.0
B075RN7LTC,3,0,3,0.0
B0763SWH4M,3,0,3,0.0
B0767M54JB,3,0,3,0.0
B0777JBCSZ,3,0,3,0.0
B077X92XC7,3,0,3,0.0
B0788QNPSG,3,0,3,0.0
B07892N3C6,3,0,3,0.0
B07897M441,3,0,3,0.0
B078R8QF78,3,0,3,0.0
B078W2X8PG,3,0,3,0.0
B079V5J1RM,3,0,3,0.0
B079X3H1HG,3,0,3,0.0
B07BPBSQRK,3,0,3,0.0
B07BYBT1WS,3,0,3,0.0
B07C2MCWDJ,3,0,3,0.0
B07C9KQ4X2,3,0,3,0.0
B07CJ1H5SL,3,0,3,0.0
B07CSKGJ2H,3,0,3,0.0
B07CYKJS81,3,0,3,0.0
B07D4NYJMP,3,0,3,0.0
B07D72GJZ5,3,0,3,0.0
B07DJ9K4J7,3,0,3,0.0
B07DL1CWKP,3,0,3,0.0
B07DM6Z2Z2,3,0,3,0.0
B07DY9JY3K,3,0,3,0.0
B07DYDZML7,3,0,3,0.0
B07F1BVHWV,3,0,3,0.0
B07F1JXLFM,3,0,3,0.0
B07F3MD76X,3,0,3,0.0
B07FCC4ZKP,3,0,3,0.0
B07FK4C5YX,3,0,3,0.0
B07FX9173F,3,0,3,0.0
B07G13PXB6,3,0,3,0.0
B07G32YBQF,3,0,3,0.0
B07G8SYRQ7,3,0,3,0.0
B07GDKD5T7,3,0,3,0.0
B07GQZSLCR,3,0,3,0.0
B07GWCXPMT,3,0,3,0.0
B07H557XRD,3,0,3,0.0
B07H5S9XBC,3,0,3,0.0
B07HDWVZV8,3,0,3,0.0
B07HLML823,3,0,3,0.0
B07HXRFZQL,3,0,3,0.0
B07HY924QS,3,0,3,0.0
B07J5X4QZ4,3,0,3,0.0
B07JBN1QZ4,3,0,3,0.0
B07JM2DZV1,3,0,3,0.0
B07JMSG76P,3,0,3,0.0
B07KC8JWGD,3,0,3,0.0
B07KJWQ3Y8,3,0,3,0.0
B07KZLL1GB,3,0,3,0.0
B07L44GXXP,3,0,3,0.0
B07M6W72KS,3,0,3,0.0
B07MLGCDRD,3,0,3,0.0
B07NPN9DSF,3,0,3,0.0
B07P745JLH,3,0,3,0.0
